nodeid,markers
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /api/v1/billing/services],P3|contract|module_billing|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /api/v1/billing/staff],P3|contract|module_billing|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /api/v1/billing/summary],P3|contract|module_billing|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/customer_memberships],P3|contract|module_billing|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/dashboard/analytics],P3|contract|module_dashboard|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/dashboard/attendance],P3|contract|module_dashboard|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/dashboard/employees],P3|contract|module_dashboard|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/dashboard/expenses],P3|contract|module_dashboard|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/dashboard/insights],P3|contract|module_dashboard|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/dashboard/inventory],P3|contract|module_dashboard|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/dashboard/overview],P3|contract|module_dashboard|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/dashboard/packages],P3|contract|module_dashboard|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/dashboard/reminders],P3|contract|module_dashboard|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/enquiries],P3|contract|module_dashboard|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/enquiries/export],P3|contract|module_dashboard|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/follow_up_tasks],P3|contract|module_dashboard|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/appointments/rows],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/appointments/summary],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/customers/rows],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/customers/summary],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/expenses/rows],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/expenses/summary],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/inventory/rows],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/inventory/summary],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/marketing/rows],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/marketing/summary],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/payments/rows],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/payments/summary],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/profit/rows],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/profit/summary],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/sales/rows],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/sales/summary],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/services/rows],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/services/summary],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/staff_performance/rows],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/staff_performance/summary],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/reports/{report_key}/download],P3|contract|module_reports|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salon_services],P3|contract|module_setup|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salon_services/summary],P3|contract|module_setup|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/products],P3|contract|module_setup|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/products/export],P3|contract|module_setup|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/salon_customer_profiles],P3|contract|module_customers|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/salon_customer_profiles/summary],P3|contract|module_customers|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/staff],P3|contract|module_setup|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[unicode-\U0001f4a5\xe9\u4f60\u597d-GET /salons/{salon_id}/staff/export],P3|contract|module_setup|parametrize|robustness
tests/test_contract_robustness.py::test_hostile_filter_values_do_not_crash[very-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-GET /salons/{salon_id}/waitlist_entries],P3|contract|module_calendar|parametrize|robustness
